,id,sentiment_scores,number of reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,neighbourhood_cleansed
249,1391819,0.3556666666666667,18,94.0,10.0,9.0,10.0,10.0,9.0,9.0,$140.00,Logan Square
250,1392594,0.26988235294117646,17,91.0,9.0,9.0,10.0,10.0,9.0,9.0,$168.00,Uptown
251,1393504,0.29502631578947364,38,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$209.00,West Town
252,1398616,0.3109679487179486,156,95.0,10.0,9.0,10.0,10.0,9.0,10.0,$49.00,Bridgeport
253,1399297,0.302448275862069,29,94.0,10.0,9.0,10.0,10.0,9.0,9.0,$160.00,West Town
254,1412905,0.23416666666666666,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$140.00,Uptown
255,1427950,0.3171538461538462,26,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$120.00,Edgewater
256,1428024,0.29730303030303035,66,94.0,10.0,9.0,10.0,10.0,9.0,9.0,$49.00,West Town
257,1428589,0.2355320512820513,156,80.0,8.0,8.0,9.0,9.0,8.0,8.0,$50.00,Oakland
258,1431467,0.2632857142857143,14,96.0,10.0,10.0,10.0,10.0,9.0,10.0,$150.00,Lincoln Square
259,1434078,0.357,8,100.0,9.0,9.0,10.0,10.0,10.0,9.0,$149.00,Lincoln Park
260,1437606,0.3232882352941174,170,88.0,9.0,9.0,9.0,10.0,10.0,9.0,$170.00,Logan Square
261,1439042,0.269125,8,93.0,10.0,9.0,10.0,10.0,10.0,10.0,$35.00,Rogers Park
262,1461451,0.33124271844660197,103,91.0,9.0,9.0,10.0,10.0,9.0,9.0,$25.00,West Ridge
263,1466368,0.3060526315789474,19,91.0,9.0,9.0,9.0,10.0,10.0,9.0,$310.00,Lincoln Square
264,1468342,0.33239682539682536,63,93.0,9.0,10.0,10.0,10.0,8.0,9.0,$65.00,Grand Boulevard
265,1475647,0.31767924528301894,53,94.0,10.0,9.0,10.0,10.0,9.0,9.0,$25.00,West Ridge
266,1488883,0.3342272727272728,22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$70.00,Uptown
267,1494738,0.2963947368421052,38,93.0,10.0,9.0,10.0,10.0,9.0,9.0,$105.00,Bridgeport
268,1495328,0.3217878787878788,33,92.0,10.0,9.0,9.0,10.0,9.0,10.0,$210.00,West Town
269,1502674,0.301,5,87.0,9.0,9.0,9.0,8.0,10.0,8.0,$245.00,Lincoln Park
270,1502700,0.18,4,80.0,8.0,9.0,9.0,8.0,10.0,8.0,$475.00,Lincoln Park
271,1503962,0.3209032258064517,31,96.0,10.0,10.0,10.0,10.0,9.0,9.0,$85.00,Lincoln Square
272,1510097,0.2845714285714286,91,95.0,10.0,10.0,10.0,10.0,9.0,10.0,$97.00,Avondale
273,1516154,0.33216666666666667,18,94.0,9.0,9.0,10.0,9.0,10.0,9.0,$164.00,Loop
274,1524276,0.29416666666666663,18,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$75.00,West Town
275,1524306,0.3265,6,100.0,10.0,9.0,10.0,10.0,10.0,10.0,$250.00,West Town
276,1526309,0.3235984251968503,127,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$98.00,Hyde Park
277,1541692,0.252625,40,91.0,10.0,9.0,9.0,9.0,8.0,9.0,$75.00,Oakland
278,1554433,0.31869565217391305,69,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$90.00,Beverly
279,1557103,0.29034065934065945,91,93.0,10.0,9.0,10.0,10.0,10.0,9.0,$170.00,Near North Side
280,1557718,0.2885326086956522,92,95.0,10.0,9.0,10.0,10.0,10.0,9.0,$55.00,West Town
281,1558897,0.20210526315789473,19,85.0,9.0,10.0,8.0,9.0,9.0,9.0,$95.00,Hyde Park
282,1565578,0.22399999999999998,2,80.0,9.0,7.0,10.0,10.0,10.0,7.0,$150.00,Logan Square
283,1565607,0.405,2,87.0,8.0,9.0,8.0,8.0,9.0,9.0,$225.00,West Town
284,1584509,0.30869696969696975,33,93.0,9.0,9.0,9.0,10.0,10.0,9.0,"$1,275.00",Near North Side
285,1586346,0.3023380281690142,71,95.0,10.0,10.0,10.0,10.0,10.0,10.0,$125.00,Edgewater
286,1587078,0.3200290697674419,172,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$149.00,Logan Square
287,1591370,0.30508695652173906,23,93.0,10.0,10.0,10.0,10.0,9.0,10.0,$99.00,Rogers Park
288,1614409,0.26793333333333336,15,88.0,10.0,9.0,10.0,10.0,9.0,9.0,$95.00,Rogers Park
289,1614802,0.3038636363636363,110,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$60.00,Lake View
290,1627655,0.3215641025641025,39,97.0,10.0,10.0,10.0,10.0,9.0,10.0,$89.00,Avondale
291,1636189,0.30193333333333333,60,88.0,9.0,8.0,10.0,10.0,10.0,9.0,$115.00,Near North Side
292,1636940,0.3146428571428571,14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$120.00,Edgewater
293,1640268,0.211,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,$380.00,Lake View
294,1641601,0.3098413793103449,145,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$69.00,Uptown
295,1641696,0.3123214285714286,28,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$90.00,Lincoln Square
296,1645763,0.3037499999999999,36,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$50.00,Rogers Park
297,1648535,0.26731707317073167,41,87.0,9.0,9.0,10.0,10.0,9.0,9.0,$70.00,Rogers Park
298,1656336,0.2877954545454545,132,94.0,10.0,9.0,10.0,10.0,9.0,9.0,$88.00,Mckinley Park
299,1656439,0.35552380952380946,21,97.0,10.0,10.0,10.0,10.0,9.0,9.0,$250.00,Uptown
300,1663673,0.3312075471698112,159,98.0,10.0,10.0,10.0,10.0,9.0,10.0,$99.00,West Town
301,1668481,0.3537352941176471,34,96.0,10.0,10.0,10.0,10.0,9.0,10.0,$85.00,West Town
302,1672647,0.3049186991869919,123,91.0,10.0,9.0,10.0,10.0,9.0,9.0,$109.00,Rogers Park
303,1676649,0.2782857142857143,14,87.0,10.0,9.0,10.0,10.0,10.0,9.0,$120.00,Lake View
304,1678422,0.2558181818181819,22,87.0,8.0,8.0,9.0,9.0,10.0,9.0,$75.00,Lake View
305,1698479,0.2852857142857143,7,100.0,9.0,9.0,10.0,10.0,10.0,9.0,$291.00,Near West Side
306,1716626,0.2715333333333333,15,89.0,10.0,9.0,10.0,9.0,9.0,9.0,$90.00,Avondale
307,1716627,0.30336842105263156,38,93.0,10.0,9.0,10.0,10.0,9.0,9.0,$90.00,North Center
308,1720664,0.31332911392405066,79,96.0,10.0,10.0,10.0,10.0,9.0,10.0,$99.00,Avondale
309,1721045,0.24967741935483864,31,87.0,8.0,8.0,9.0,10.0,9.0,8.0,$80.00,West Town
310,1721109,0.27174242424242434,66,81.0,8.0,8.0,9.0,9.0,8.0,8.0,$100.00,Rogers Park
311,1725110,0.24134615384615382,26,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$45.00,Rogers Park
312,1746734,0.3052408376963349,191,93.0,9.0,9.0,10.0,10.0,9.0,9.0,$100.00,Hyde Park
313,1759266,0.2988571428571428,14,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$250.00,Lake View
314,1759389,0.34367647058823547,68,99.0,10.0,10.0,10.0,10.0,9.0,10.0,$67.00,Lower West Side
315,1772912,0.30399999999999994,23,93.0,9.0,9.0,10.0,10.0,10.0,9.0,$250.00,Lake View
316,1778910,0.2530547263681593,201,84.0,8.0,9.0,9.0,9.0,8.0,9.0,$69.00,Lower West Side
317,1784523,0.38094285714285714,35,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$99.00,Avondale
318,1785039,0.3594099378881988,161,98.0,10.0,10.0,10.0,10.0,9.0,10.0,$129.00,West Town
319,1798506,0.3176666666666667,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,$289.00,West Town
320,1805794,0.30896551724137933,29,97.0,10.0,10.0,10.0,10.0,9.0,10.0,$110.00,Logan Square
321,1806368,0.23853846153846153,26,89.0,10.0,9.0,10.0,10.0,10.0,9.0,$90.00,Edgewater
322,1810118,0.3007666666666667,150,97.0,10.0,10.0,10.0,10.0,9.0,10.0,$59.00,Woodlawn
323,1836802,0.32936697247706437,109,96.0,10.0,9.0,10.0,10.0,9.0,9.0,$65.00,Lower West Side
324,1837153,0.21495652173913044,23,85.0,9.0,8.0,9.0,9.0,10.0,8.0,$85.00,Hyde Park
325,1843765,0.2917142857142858,35,91.0,10.0,9.0,10.0,10.0,9.0,10.0,$88.00,Pullman
326,1854000,0.27009259259259255,108,95.0,10.0,9.0,10.0,10.0,10.0,9.0,$130.00,Lincoln Park
327,1857003,0.3438251748251748,286,95.0,10.0,9.0,10.0,10.0,10.0,10.0,$70.00,West Town
328,1861548,0.28294444444444444,36,96.0,10.0,9.0,10.0,10.0,10.0,10.0,$125.00,West Town
329,1874928,0.2805641025641026,78,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$180.00,Lincoln Square
330,1890388,0.33616666666666667,12,98.0,10.0,9.0,10.0,10.0,10.0,10.0,$99.00,West Town
331,1892096,0.27716666666666673,90,95.0,10.0,10.0,10.0,10.0,9.0,9.0,$95.00,Ohare
332,1895614,0.31758571428571414,70,94.0,10.0,10.0,10.0,10.0,9.0,10.0,$90.00,Logan Square
333,1900901,0.29686956521739133,23,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$65.00,Rogers Park
334,1917311,0.30647368421052634,19,97.0,10.0,9.0,10.0,10.0,10.0,9.0,$200.00,Loop
335,1921670,0.2872358490566037,106,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$90.00,Irving Park
336,1931912,0.320706896551724,174,92.0,9.0,9.0,10.0,10.0,9.0,9.0,$86.00,Portage Park
337,1944802,0.2285,12,94.0,10.0,9.0,10.0,10.0,9.0,9.0,$190.00,Near South Side
338,1954633,0.32142682926829275,82,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$100.00,Lincoln Park
339,1964520,0.182,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$389.00,Lake View
340,1965410,0.182,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$399.00,Lake View
341,1984545,0.1885,2,80.0,8.0,10.0,10.0,10.0,7.0,8.0,$419.00,Grand Boulevard
342,1989590,0.2882441860465117,86,95.0,10.0,10.0,10.0,10.0,9.0,9.0,$55.00,West Town
343,1989842,0.3339558823529411,68,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$75.00,Rogers Park
344,1995991,0.31717647058823517,153,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$65.00,Lake View
345,1997116,0.32044512195121944,164,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$99.00,Lake View
346,2011301,0.3193239436619718,142,92.0,10.0,9.0,10.0,9.0,9.0,9.0,$75.00,Logan Square
347,2012443,0.2871532258064517,124,89.0,9.0,9.0,9.0,9.0,9.0,9.0,$55.00,West Town
348,2017387,0.266,34,94.0,10.0,10.0,10.0,10.0,10.0,10.0,$139.00,Near North Side
349,2051505,0.2975,20,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$235.00,Uptown
350,2054909,0.2788653846153845,52,85.0,9.0,7.0,9.0,9.0,9.0,9.0,$69.00,Logan Square
351,2062638,0.31189285714285714,84,94.0,10.0,9.0,10.0,10.0,9.0,9.0,$295.00,West Town
352,2066883,0.31357352941176464,68,99.0,10.0,9.0,10.0,10.0,10.0,9.0,$334.00,Loop
353,2075284,0.2990983606557377,61,90.0,9.0,9.0,10.0,10.0,8.0,9.0,$55.00,Douglas
354,2075573,0.2244824561403508,114,78.0,8.0,8.0,9.0,8.0,7.0,8.0,$55.00,Oakland
355,2087914,0.2657333333333333,45,92.0,9.0,9.0,10.0,10.0,9.0,9.0,$90.00,Lower West Side
356,2093894,0.297578231292517,147,93.0,10.0,9.0,10.0,10.0,10.0,9.0,$79.00,Lincoln Park
357,2103986,0.3292567567567568,74,95.0,10.0,9.0,10.0,10.0,10.0,10.0,$75.00,Lake View
358,2115777,0.2088,10,90.0,9.0,10.0,9.0,10.0,9.0,9.0,$140.00,Jefferson Park
359,2117557,0.2876274509803922,51,85.0,9.0,9.0,9.0,9.0,9.0,9.0,$45.00,Logan Square
360,2117558,0.29080681818181814,88,90.0,9.0,9.0,9.0,10.0,9.0,9.0,$45.00,Logan Square
361,2134693,0.32487155963302755,109,97.0,10.0,10.0,10.0,10.0,9.0,9.0,$130.00,Logan Square
362,2140051,0.278225,40,96.0,10.0,9.0,10.0,10.0,10.0,10.0,$81.00,Lake View
363,2163634,0.2978367346938775,98,98.0,10.0,10.0,10.0,10.0,9.0,10.0,$95.00,Norwood Park
364,2176509,0.3317428571428571,35,96.0,9.0,9.0,10.0,10.0,10.0,9.0,$299.00,West Town
365,2178033,0.3279104477611941,67,94.0,10.0,10.0,10.0,10.0,10.0,9.0,$122.00,Lincoln Park
366,2181000,0.2994561403508772,57,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$46.00,Lake View
367,2188939,0.31495555555555554,45,99.0,10.0,10.0,10.0,10.0,9.0,10.0,$125.00,Logan Square
368,2189522,0.31598684210526307,76,99.0,10.0,10.0,10.0,10.0,9.0,10.0,$67.00,Lower West Side
369,2198953,0.27556603773584915,53,95.0,10.0,10.0,10.0,10.0,9.0,10.0,$130.00,Logan Square
370,2204244,0.341390625,256,95.0,10.0,9.0,10.0,10.0,10.0,9.0,$73.00,West Town
371,2210441,0.37,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$120.00,Albany Park
372,2212823,0.3026486486486487,37,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$249.00,West Town
373,2227179,0.3045555555555556,27,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$100.00,West Town
374,2238443,0.19884615384615387,13,95.0,9.0,9.0,10.0,10.0,10.0,10.0,$150.00,Near North Side
375,2268034,0.25594736842105265,38,96.0,10.0,10.0,10.0,10.0,9.0,9.0,$455.00,West Town
376,2268203,0.3446170212765958,47,97.0,10.0,10.0,10.0,10.0,9.0,10.0,$125.00,Logan Square
377,2269742,0.31864285714285717,14,91.0,10.0,9.0,10.0,10.0,10.0,9.0,$220.00,Near South Side
378,2292057,0.28969724770642197,109,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$130.00,Lincoln Square
379,2292298,0.26024598930481274,187,93.0,10.0,9.0,10.0,10.0,8.0,9.0,$55.00,East Garfield Park
380,2298310,0.31779999999999997,10,96.0,10.0,9.0,10.0,10.0,9.0,9.0,$75.00,Kenwood
381,2305194,0.3834,15,92.0,9.0,9.0,10.0,9.0,9.0,9.0,$96.00,Lake View
382,2305230,0.35183870967741926,31,89.0,9.0,10.0,10.0,9.0,10.0,9.0,$27.00,Lake View
383,2305280,0.3276964285714285,56,92.0,10.0,9.0,10.0,9.0,9.0,9.0,$27.00,Lake View
384,2320027,0.3107280701754386,114,91.0,9.0,9.0,10.0,10.0,10.0,9.0,$105.00,West Town
385,2320101,0.3003529411764706,17,90.0,9.0,9.0,10.0,9.0,10.0,9.0,$60.00,Lake View
386,2364469,0.3204594594594594,37,91.0,9.0,9.0,10.0,9.0,10.0,9.0,$25.00,Lake View
387,2396340,0.3191042944785274,163,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$339.00,West Town
388,2429295,0.26451851851851854,27,96.0,9.0,9.0,10.0,10.0,9.0,9.0,$79.00,Near West Side
389,2453598,0.28375,4,88.0,9.0,9.0,9.0,10.0,9.0,9.0,$104.00,Near West Side
390,2458029,0.22479999999999997,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$113.00,Lake View
391,2459132,0.2906875,64,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$95.00,Portage Park
392,2465222,0.2658333333333333,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$50.00,Edgewater
393,2473938,0.30157317073170725,82,96.0,10.0,9.0,10.0,10.0,9.0,9.0,$64.00,Lower West Side
394,2479036,0.33729880478087654,251,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$75.00,Near North Side
395,2479175,0.27767441860465114,86,93.0,10.0,9.0,10.0,10.0,10.0,9.0,$80.00,Lincoln Square
396,2484244,0.24550000000000002,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$78.00,Near North Side
397,2496594,0.42525,4,100.0,10.0,10.0,10.0,10.0,10.0,9.0,$161.00,Near North Side
398,2499596,0.2786276595744683,94,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$129.00,West Town
399,2503128,0.3073726708074534,161,94.0,9.0,9.0,10.0,10.0,10.0,9.0,$250.00,Loop
400,2512850,0.33688235294117647,119,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$49.00,Uptown
401,2515100,0.33303999999999995,125,94.0,9.0,9.0,10.0,10.0,10.0,9.0,$40.00,West Town
402,2515629,0.322462962962963,54,95.0,10.0,10.0,10.0,10.0,8.0,10.0,$25.00,East Garfield Park
403,2519442,0.3178095238095239,42,93.0,9.0,9.0,10.0,10.0,8.0,9.0,$80.00,Washington Park
404,2543231,0.3082561983471074,121,97.0,10.0,10.0,10.0,10.0,9.0,10.0,$68.00,Lower West Side
405,2564678,0.17,2,80.0,8.0,6.0,10.0,10.0,6.0,8.0,$45.00,North Lawndale
406,2570620,0.2942699115044248,226,97.0,10.0,10.0,10.0,10.0,9.0,10.0,$60.00,Humboldt Park
407,2573888,0.2804736842105263,19,93.0,9.0,10.0,10.0,10.0,9.0,10.0,$37.00,Irving Park
408,2576971,0.3082222222222222,18,97.0,10.0,9.0,10.0,10.0,9.0,9.0,$39.00,Irving Park
409,2585378,0.36833333333333335,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$74.00,West Town
410,2601313,0.332115107913669,139,96.0,10.0,10.0,10.0,10.0,10.0,9.0,$250.00,Near North Side
411,2604345,0.22912500000000005,8,84.0,9.0,9.0,10.0,10.0,8.0,8.0,$75.00,Kenwood
412,2604454,0.29424615384615393,65,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$191.00,Hyde Park
413,2611538,0.2325,4,85.0,10.0,10.0,10.0,10.0,6.0,9.0,$19.00,South Shore
414,2612989,0.23466666666666663,21,86.0,9.0,8.0,9.0,10.0,10.0,9.0,$140.00,North Center
415,2613270,0.30208695652173906,23,93.0,10.0,9.0,10.0,10.0,9.0,9.0,$89.00,Lincoln Square
416,2620895,0.2665,6,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$125.00,Near West Side
417,2642792,0.28501010101010105,99,90.0,9.0,9.0,10.0,10.0,8.0,9.0,$69.00,Lower West Side
418,2658124,0.3015428571428572,70,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$79.00,West Town
419,2658946,0.3239853658536585,205,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$95.00,Lincoln Park
420,2659670,0.3091147540983606,61,97.0,10.0,10.0,10.0,10.0,9.0,9.0,$975.00,Uptown
421,2661400,0.396,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$150.00,Loop
422,2661465,0.3159047619047619,21,93.0,9.0,9.0,9.0,9.0,10.0,9.0,$120.00,Loop
423,2666755,0.33,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$65.00,Near North Side
424,2670087,0.2931372549019608,153,89.0,9.0,8.0,9.0,9.0,9.0,9.0,$75.00,Lower West Side
425,2670669,0.26824999999999993,28,96.0,10.0,9.0,10.0,10.0,10.0,9.0,$200.00,Logan Square
426,2671680,0.282076923076923,39,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$85.00,Edgewater
427,2682830,0.33402702702702697,74,95.0,10.0,9.0,10.0,10.0,9.0,9.0,$90.00,Lower West Side
428,2688739,0.278125,16,95.0,10.0,10.0,10.0,10.0,9.0,9.0,$89.00,Near West Side
429,2708200,0.299,1,100.0,8.0,8.0,10.0,10.0,10.0,6.0,$500.00,Lake View
430,2730613,0.2841230769230768,65,96.0,10.0,10.0,10.0,10.0,9.0,10.0,$79.00,Morgan Park
431,2731202,0.3176111111111111,54,97.0,9.0,10.0,10.0,10.0,9.0,10.0,$76.00,Morgan Park
432,2747721,0.3161333333333333,15,92.0,10.0,9.0,10.0,10.0,10.0,9.0,$200.00,Near North Side
433,2764548,0.3020958904109589,73,97.0,10.0,10.0,10.0,10.0,9.0,10.0,$96.00,Rogers Park
434,2778030,0.2924945054945054,91,92.0,9.0,9.0,10.0,10.0,8.0,9.0,$65.00,Douglas
435,2782345,0.3076923076923076,39,92.0,10.0,8.0,10.0,10.0,10.0,9.0,$119.00,Lincoln Park
436,2802913,0.2337272727272727,11,78.0,8.0,6.0,9.0,9.0,9.0,8.0,$84.00,Bridgeport
437,2803400,0.3573076923076923,13,94.0,10.0,9.0,10.0,9.0,10.0,10.0,$50.00,Uptown
438,2811224,0.2718529411764706,34,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$200.00,Lake View
439,2817608,0.33299999999999996,10,86.0,9.0,8.0,9.0,9.0,10.0,8.0,$380.00,Lake View
440,2819982,0.20275,8,91.0,10.0,10.0,9.0,9.0,9.0,9.0,$250.00,Near South Side
441,2824585,0.38025000000000003,8,95.0,10.0,10.0,10.0,10.0,10.0,9.0,$39.00,Dunning
442,2837146,0.29963725490196086,102,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$128.00,North Center
443,2844042,0.31614678899082577,109,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$99.00,West Town
444,2874467,0.2832499999999999,92,86.0,9.0,9.0,9.0,9.0,8.0,9.0,$50.00,Oakland
445,2874486,0.334,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$95.00,West Town
446,2879976,0.3226956521739131,115,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$63.00,Avondale
447,2898588,0.2982625,80,92.0,9.0,9.0,10.0,10.0,9.0,9.0,$45.00,Avondale
448,2903204,0.2852666666666666,15,96.0,10.0,9.0,10.0,10.0,10.0,9.0,$125.00,Lake View
449,2907112,0.3004545454545454,33,98.0,10.0,10.0,10.0,10.0,10.0,9.0,$130.00,Near West Side
450,2907500,0.3161945945945946,185,96.0,10.0,10.0,10.0,10.0,9.0,10.0,$34.00,West Lawn
451,2930499,0.40228571428571425,14,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$41.00,Lake View
452,2934604,0.31829411764705895,119,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$133.00,West Town
453,2947993,0.27693939393939393,33,96.0,10.0,9.0,10.0,10.0,10.0,10.0,$200.00,Loop
454,2954956,0.21712499999999998,32,87.0,9.0,8.0,9.0,9.0,9.0,9.0,$66.00,West Town
455,2979322,0.214,1,83.0,8.0,8.0,10.0,8.0,8.0,8.0,$130.00,Lincoln Park
456,2989466,0.3013333333333333,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$109.00,Hyde Park
457,2997966,0.3446666666666667,9,87.0,10.0,9.0,10.0,10.0,8.0,10.0,$243.00,Near West Side
458,2998869,0.253368932038835,103,97.0,9.0,10.0,10.0,10.0,10.0,10.0,$149.00,Near South Side
459,3006853,0.27123684210526317,38,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$175.00,Lincoln Square
460,3010785,0.30300000000000005,51,96.0,10.0,10.0,10.0,10.0,9.0,9.0,$494.00,Logan Square
461,3016830,0.34770895522388073,134,96.0,10.0,10.0,10.0,10.0,9.0,10.0,$60.00,Lower West Side
462,3030917,0.27497029702970294,101,92.0,9.0,9.0,10.0,10.0,9.0,9.0,$98.00,Jefferson Park
463,3031898,0.2989477124183007,153,97.0,10.0,10.0,10.0,10.0,9.0,10.0,$98.00,South Shore
464,3040542,0.353,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$65.00,Logan Square
465,3042297,0.32898399999999994,125,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$125.00,Logan Square
466,3052275,0.2965102040816327,49,93.0,9.0,9.0,10.0,10.0,9.0,9.0,$94.00,Near North Side
467,3053081,0.3204017857142857,112,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$99.00,Logan Square
468,3061036,0.32016734693877563,245,96.0,10.0,10.0,10.0,10.0,9.0,10.0,$77.00,Near South Side
469,3068787,0.3764102564102564,39,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$150.00,Lincoln Square
470,3073477,0.38925,4,100.0,9.0,10.0,10.0,10.0,10.0,10.0,$90.00,West Town
471,3083343,0.30240625000000004,32,93.0,9.0,10.0,10.0,10.0,10.0,9.0,$130.00,Logan Square
472,3088192,0.30271270718232085,181,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$145.00,Logan Square
473,3090312,0.30633333333333335,24,95.0,10.0,10.0,10.0,10.0,10.0,9.0,$265.00,Lake View
474,3091905,0.3164426229508197,61,96.0,10.0,9.0,10.0,10.0,10.0,9.0,$105.00,West Town
475,3094937,0.3410714285714285,14,93.0,9.0,9.0,10.0,10.0,9.0,9.0,$70.00,North Center
476,3105733,0.3028823529411765,17,87.0,9.0,8.0,9.0,10.0,9.0,9.0,$97.00,Near West Side
477,3111197,0.2646923076923078,26,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$110.00,Rogers Park
478,3125185,0.2513953488372094,43,91.0,9.0,9.0,10.0,10.0,9.0,9.0,$75.00,Rogers Park
479,3129463,0.30564516129032265,31,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$235.00,West Town
480,3138825,0.2741460674157305,178,80.0,8.0,8.0,9.0,9.0,8.0,8.0,$69.00,Lower West Side
481,3139109,0.29364285714285715,14,97.0,10.0,10.0,10.0,10.0,10.0,10.0,$75.00,Lincoln Square
482,3143254,0.24783660130718962,153,83.0,9.0,8.0,9.0,9.0,8.0,9.0,$60.00,Oakland
483,3172794,0.26772413793103444,29,97.0,10.0,10.0,10.0,10.0,9.0,9.0,"$1,200.00",Logan Square
484,3174881,0.3490512820512821,39,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$115.00,Uptown
485,3177497,0.28725,8,94.0,9.0,9.0,9.0,10.0,8.0,10.0,$19.00,South Shore
486,3180755,0.31932701421800946,211,95.0,10.0,10.0,10.0,9.0,10.0,10.0,$120.00,Edgewater
487,3187111,0.29247126436781606,87,93.0,9.0,9.0,10.0,10.0,10.0,9.0,$99.00,Near North Side
488,3206029,0.2954,40,96.0,10.0,10.0,10.0,10.0,10.0,10.0,$49.00,Lincoln Park
489,3206676,0.326,72,96.0,10.0,9.0,10.0,10.0,10.0,10.0,$130.00,Logan Square
490,3217145,0.330156862745098,204,93.0,9.0,10.0,10.0,10.0,10.0,9.0,$98.00,Lake View
491,3241929,0.2850094339622642,106,99.0,10.0,10.0,10.0,10.0,10.0,10.0,$150.00,West Town
492,3264847,0.33034042553191495,94,96.0,10.0,9.0,10.0,10.0,10.0,10.0,$49.00,Logan Square
493,3267902,0.25833018867924523,106,98.0,10.0,10.0,10.0,10.0,9.0,10.0,$85.00,Edgewater
494,3289695,0.222,3,95.0,10.0,10.0,10.0,10.0,10.0,9.0,$130.00,Lake View
495,3290859,0.31263157894736837,19,94.0,10.0,10.0,9.0,9.0,10.0,9.0,$250.00,Lake View
496,3292054,0.29972826086956517,92,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$450.00,Lake View
497,3293564,0.2391363636363636,22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,$99.00,Lake View
498,3298786,0.3834999999999999,22,98.0,10.0,10.0,10.0,10.0,10.0,10.0,$67.00,Avondale
499,3300206,0.30400000000000005,9,87.0,9.0,9.0,10.0,9.0,8.0,9.0,$70.00,West Town
500,3302759,0.2962931034482759,58,93.0,9.0,10.0,10.0,10.0,10.0,9.0,$299.00,West Town
